SpellId,SpellXSpellVisualId
17571,246832
17618,246833
17928,246835
18113,246836
17859,246839
23078,246840
21141,246841
17682,246844
17635,246845
17636,246846
18669,246848
23460,246849
17434,246850
17441,246851
17538,246854
20665,246855
17512,246859
17527,246861
18670,246862
18671,246863
17445,246865
17578,246867
18476,246869
17545,246870
17546,246871
18075,246872
18164,246876
17045,246877
20662,246878
17570,246881
19713,246883
19669,246885
22799,246888
18810,246889
18811,246890
18969,246891
19223,246894
18613,246895
18968,246896
19821,246897
19448,246898
22806,246899
22807,246900
22808,246901
18617,246902
18618,246903
19941,246908
19942,246909
19943,246910
20016,246911
19250,246912
19793,246914
19794,246915
20474,246917
18762,246918
19244,246919
19032,246920
18831,246921
18763,246922
18792,246923
18992,246924
19900,246925
18833,246926
18970,246928
19099,246930
19279,246931
19714,246932
19837,246933
19096,246934
19098,246935
19280,246936
18956,246937
18987,246938
18994,246939
18798,246942
19882,246943
19884,246944
18871,246946
17948,246947
18165,246948
19130,246949
19132,246950
19065,246951
19066,246952
21144,246954
20019,246955
18585,246956
17627,246957
17628,246958
18238,246959
18357,246960
18358,246961
18813,246964
18814,246965
19728,246967
19366,246970
19513,246971
18359,246972
18360,246973
18944,246978
19185,246979
18957,246980
19700,246981
18072,246982
17547,246983
19895,246984
19231,246991
19081,246992
19082,246993
19091,246994
19095,246995
17924,246999
17926,247000
19698,247002
18803,247003
20010,247004
19083,247005
19078,247006
19079,247007
19080,247008
19838,247009
18385,247010
18386,247011
19740,247012
18600,247013
19886,247015
19887,247016
20015,247018
19196,247019
20587,247020
20589,247021
19983,247022
21107,247023
18702,247025
18812,247028
19512,247029
19470,247030
18874,247031
19051,247034
20602,247036
19075,247039
19077,247040
23767,247042
19052,247045
19053,247046
19627,247047
19632,247054
19712,247059
19715,247060
19372,247061
18614,247062
18615,247063
19739,247064
18601,247065
19213,247068
19687,247071
18374,247072
18587,247073
17638,247075
17613,247076
19133,247077
17740,247078
19093,247079
19094,247080
19097,247081
18765,247083
17481,247084
17483,247085
18447,247086
19750,247088
18609,247089
18457,247091
18458,247092
19815,247093
18567,247094
18568,247095
18989,247096
19306,247097
18566,247099
20761,247100
19434,247103
19825,247104
19566,247105
19567,247106
19319,247110
19059,247111
19502,247112
19753,247113
18631,247114
18632,247115
19030,247116
18436,247117
19497,247118
19369,247119
18802,247120
18649,247121
19391,247122
19392,247123
18647,247124
19393,247125
19755,247126
19564,247127
17673,247130
18608,247131
18887,247134
19628,247136
19629,247137
17680,247138
19307,247139
19973,247140
18656,247141
19854,247142
18602,247143
18975,247144
19795,247147
17484,247148
19060,247149
19974,247150
18633,247151
18581,247152
18583,247153
18584,247154
18972,247155
18991,247156
18791,247157
19634,247159
19652,247160
19061,247161
19063,247162
19565,247164
18405,247165
17735,247166
19460,247168
18586,247169
18363,247170
18795,247172
18958,247174
23768,247176
18557,247184
18559,247185
19813,247186
19820,247187
18796,247188
18797,247189
19054,247190
20216,247191
20217,247192
17615,247197
19084,247198
19085,247199
19086,247200
19790,247201
19791,247202
19074,247203
18399,247204
18400,247205
18401,247206
18163,247214
18612,247215
19102,247216
20668,247217
18747,247218
19227,247220
19064,247222
19067,247223
20017,247225
20220,247226
20221,247227
19788,247228
19792,247229
18451,247230
19089,247231
19090,247232
19092,247233
18406,247237
18407,247238
18408,247239
18409,247240
18996,247242
18937,247246
19087,247247
19027,247254
19028,247255
18456,247256
19088,247257
18604,247258
18605,247259
18606,247260
18607,247261
18960,247262
19103,247263
19106,247264
19503,247267
24664,247268
19823,247269
19752,247270
20718,247272
18990,247273
19272,247274
18619,247275
18620,247276
18622,247277
18623,247278
18450,247283
18807,247284
19129,247285
19076,247286
18562,247287
18564,247288
20315,247290
19661,247291
19662,247292
19630,247293
19664,247294
19952,247297
19775,247298
19776,247299
20053,247300
20375,247301
20378,247302
20379,247303
19463,247304
20026,247305
20028,247306
20513,247309
20752,247310
19642,247311
19637,247312
19501,247313
20623,247317
19577,247319
20380,247320
20603,247321
20604,247322
20167,247323
20035,247324
20041,247325
19953,247326
20013,247327
19548,247328
19631,247329
19938,247330
19939,247331
19940,247332
20625,247333
19723,247334
20036,247335
20037,247336
20038,247337
19771,247338
19772,247339
19800,247342
19569,247344
19570,247345
20166,247346
19773,247347
20005,247348
19898,247349
20770,247350
20772,247351
19505,247352
20420,247355
19443,247357
18907,247358
18610,247359
18624,247360
18402,247361
18403,247362
20605,247363
20326,247364
19927,247365
19695,247366
19734,247368
18404,247370
19883,247371
19885,247372
19971,247373
20382,247374
20029,247375
19442,247376
19639,247378
21069,247384
21070,247385
21071,247386
20586,247387
20066,247389
19657,247391
21072,247392
20683,247394
27569,247395
19439,247397
19689,247398
19970,247399
19852,247400
20154,247406
20609,247408
20533,247409
19615,247410
19932,247411
19897,247412
19444,247417
19445,247418
19446,247419
19654,247420
19902,247421
19635,247422
19651,247423
19890,247424
20695,247426
19574,247427
19777,247430
19476,247431
19653,247432
20310,247433
19853,247434
19873,247436
19874,247437
19440,247439
20511,247440
20512,247441
20025,247442
19437,247443
19450,247444
20050,247445
20043,247450
20051,247451
20052,247452
20620,247453
19774,247455
19471,247456
20534,247457
20153,247460
19716,247462
19725,247463
19726,247464
19729,247465
19769,247466
19746,247468
19876,247469
20529,247470
24846,247471
19135,247472
19688,247475
19447,247476
19367,247477
19481,247481
19100,247484
19134,247485
19937,247490
19896,247491
19899,247492
19452,247494
20008,247495
20009,247496
20327,247498
19469,247499
19588,247500
19101,247501
20012,247505
19805,247507
19812,247508
19516,247509
20253,247510
19633,247512
19104,247513
19107,247514
19472,247518
19473,247519
20023,247522
19736,247523
19737,247524
20270,247525
20274,247526
18977,247529
18984,247530
19658,247531
19514,247532
19659,247533
19663,247534
19666,247535
20165,247537
20168,247538
20014,247539
19647,247543
19648,247544
19649,247545
19650,247546
19506,247550
19645,247551
19903,247552
19690,247553
19363,247555
19364,247556
19816,247558
19836,247559
19819,247563
19593,247564
19594,247565
19484,247566
19441,247567
19730,247570
19731,247571
19411,247576
20578,247577
20655,247579
20358,247580
19703,247582
19692,247583
20114,247584
20115,247585
20657,247586
20532,247587
19702,247588
19704,247591
20364,247592
27520,247593
27568,247594
19701,247597
19808,247598
19811,247599
20428,247600
19830,247601
19891,247606
19179,247610
18945,247612
20024,247613
20006,247617
19474,247622
19975,247625
18946,247627
19850,247629
20164,247630
18938,247632
19699,247633
19365,247635
19055,247636
19428,247637
20203,247638
18828,247639
19802,247642
19727,247643
19435,247644
19047,247645
19048,247646
19057,247647
19834,247650
20020,247651
20021,247652
20011,247653
19049,247655
19050,247656
19138,247657
20004,247659
19835,247660
19128,247662
19482,247663
19742,247664
19136,247665
19137,247666
20928,247669
20386,247672
21562,247673
20786,247674
20801,247675
20817,247676
20688,247678
20690,247679
20370,247680
20371,247681
19697,247682
20543,247684
21084,247685
20565,247686
20566,247687
22800,247688
21159,247689
20295,247690
21566,247691
21553,247692
20615,247694
20716,247695
20717,247696
20128,247697
21152,247698
21153,247699
20277,247700
20776,247701
20387,247702
21060,247703
20831,247704
20777,247706
20626,247708
21027,247709
20398,247710
20832,247712
20296,247713
28622,247714
20900,247716
20902,247717
20904,247718
20267,247719
20268,247720
19878,247721
22105,247723
21935,247724
20368,247727
20294,247728
20720,247729
20269,247730
20699,247731
23618,247732
21936,247733
20923,247735
21154,247737
19784,247738
20391,247741
20700,247743
20316,247744
20377,247745
20698,247746
20627,247747
19879,247748
19636,247749
20407,247751
20297,247753
21340,247755
21169,247756
21171,247757
20276,247759
20372,247761
19674,247763
19675,247764
20240,247765
20706,247766
20743,247767
21068,247769
20400,247770
20401,247771
20402,247772
20405,247773
20436,247774
20787,247776
20790,247777
20252,247782
20530,247783
20531,247784
19131,247785
19668,247787
20170,247793
19738,247795
19831,247796
19832,247797
19833,247798
20007,247800
20388,247802
20542,247803
20650,247807
19694,247808
19696,247809
20033,247813
20508,247817
20536,247818
20537,247819
20322,247820
21155,247822
20434,247825
20030,247826
20610,247828
20676,247829
20408,247830
21157,247832
20614,247837
21127,247839
20395,247840
20323,247841
20324,247842
20329,247843
19693,247846
19888,247847
20691,247849
20692,247850
21050,247852
21030,247853
20600,247854
19779,247855
20374,247857
20223,247858
20404,247859
20406,247860
21049,247861
20594,247862
20031,247863
20272,247864
25677,247866
20648,247867
25678,247870
19778,247871
19880,247872
20243,247874
20712,247875
21059,247876
20568,247878
20649,247879
21055,247880
21064,247881
20312,247883
23621,247885
20672,247886
20569,247887
21067,247889
20677,247890
19646,247892
21056,247893
20686,247894
19780,247895
19781,247896
20828,247898
25770,247899
25795,247900
20848,247901
25701,247902
20678,247903
20679,247904
20619,247905
20696,247906
20733,247907
20317,247909
20190,247910
19972,247911
20798,247912
20383,247913
20384,247914
20385,247915
20773,247918
20116,247920
20403,247921
20684,247926
20449,247931
21564,247936
20897,247937
19872,247939
20032,247940
20616,247942
20617,247943
21057,247944
21058,247945
20393,247949
20394,247950
20680,247951
20681,247952
20682,247953
20694,247954
21073,247959
27571,247961
20685,247967
20399,247968
21066,247969
20299,247970
20131,247971
20890,247972
20654,247973
20484,247976
20535,247977
22415,247978
22428,247979
21850,247980
22117,247981
22118,247982
22810,247983
20815,247985
20736,247986
20740,247987
23120,247989
21964,247990
23114,247991
23115,247992
23116,247993
21307,247994
21885,247995
20810,247996
20753,247998
21227,247999
21971,248000
21977,248001
21980,248002
23625,248003
23627,248004
23629,248005
22187,248006
20132,248007
19889,248009
20922,248010
22101,248011
22111,248012
22108,248013
22109,248014
22114,248015
20034,248016
21062,248017
21063,248018
20762,248019
20763,248020
23379,248021
20807,248022
21149,248023
21151,248024
20814,248025
20825,248026
21833,248027
22844,248028
22845,248029
19644,248030
21163,248033
21164,248034
21165,248035
21167,248036
20816,248038
20820,248040
22115,248041
22100,248042
22127,248043
22197,248044
22198,248045
19667,248048
21249,248049
23122,248053
23123,248054
21081,248055
21086,248057
21547,248058
23125,248059
23010,248060
22723,248061
19641,248062
21267,248065
22848,248066
22442,248067
21330,248069
23020,248070
22480,248071
20751,248074
20629,248075
23127,248077
22518,248081
22563,248082
22572,248083
22578,248084
22440,248085
20630,248086
20631,248087
23271,248089
23272,248090
20735,248092
22779,248093
21728,248094
20426,248095
21394,248097
21395,248098
20539,248099
20737,248100
20739,248102
20741,248103
22009,248104
23124,248105
21355,248107
21356,248108
21357,248109
20660,248110
20464,248111
20618,248112
20178,248113
19643,248114
22267,248115
21358,248116
20819,248118
21425,248119
20478,248122
20480,248123
20756,248124
20553,248125
21160,248126
21990,248127
21963,248128
21968,248129
22052,248130
22089,248131
21751,248132
20697,248133
21051,248134
21052,248135
20541,248136
22460,248137
22482,248138
20759,248139
22008,248140
20389,248141
20390,248142
20392,248143
20396,248144
20663,248147
20540,248148
20549,248149
20822,248152
21649,248153
23229,248154
20475,248155
20476,248156
20465,248157
20479,248158
20715,248159
20201,248161
21170,248162
21650,248163
21748,248164
23117,248166
21965,248167
22104,248168
22106,248169
22421,248170
22116,248174
20800,248176
20435,248177
21961,248178
20853,248185
20854,248186
20802,248188
20804,248189
20805,248190
21248,248191
22067,248192
22110,248194
22112,248195
23623,248196
23626,248197
22247,248198
22268,248199
20754,248200
20466,248201
20849,248203
21288,248205
20924,248206
20821,248207
20910,248208
21464,248209
21465,248210
22284,248211
22833,248212
23622,248213
22458,248214
21147,248216
20911,248217
21884,248218
22289,248219
22290,248220
21538,248222
21916,248223
21919,248224
22227,248227
21549,248228
20707,248231
20708,248232
20709,248233
20824,248234
20826,248235
23918,248236
20792,248237
20658,248238
20661,248240
23568,248242
22167,248243
22007,248244
22478,248245
22291,248246
20872,248247
21371,248248
20829,248249
21131,248250
21132,248251
21133,248252
21268,248253
22191,248254
21551,248255
20806,248256
20808,248257
20514,248259
20527,248260
20528,248261
20823,248262
20760,248263
20427,248264
22498,248265
21559,248266
21552,248267
20429,248268
21074,248269
20381,248271
20373,248272
22846,248273
20812,248274
20925,248275
20916,248276
22595,248277
21898,248278
20869,248279
21940,248281
21943,248283
21393,248285
21091,248286
21878,248287
22095,248288
20483,248289
21179,248290
20229,248291
21396,248292
21646,248293
20830,248294
21029,248295
21047,248296
21048,248297
20702,248298
20230,248300
20430,248301
20431,248302
21862,248303
21398,248304
21976,248305
21135,248306
21137,248307
21138,248308
20755,248309
23509,248311
21075,248312
20757,248313
20758,248314
22054,248315
20747,248316
20228,248317
21180,248319
21181,248320
21372,248321
21388,248322
21389,248323
21390,248324
20564,248325
21335,248326
21336,248327
21889,248328
22097,248329
22102,248330
20559,248333
22270,248334
22271,248335
22786,248336
21648,248337
22207,248338
21401,248339
21402,248340
21537,248341
20989,248343
22793,248344
20432,248345
20433,248346
20714,248347
20664,248348
20666,248349
20813,248350
20367,248354
20369,248355
23412,248357
23180,248358
21970,248359
23001,248360
23002,248361
23504,248362
21730,248364
21809,248365
22696,248367
22203,248368
21808,248369
23705,248370
21959,248371
22011,248372
22012,248373
22047,248374
23506,248376
20827,248378
21076,248379
21077,248380
21078,248381
21556,248382
22597,248383
22598,248384
22600,248385
22868,248386
23102,248387
20298,248388
20313,248389
20314,248390
22562,248391
22565,248392
22566,248393
22575,248394
23491,248395
21939,248397
23402,248398
21731,248399
21732,248400
21096,248401
21097,248402
21186,248403
20560,248404
22945,248406
22695,248407
22416,248408
21749,248410
21841,248411
21848,248412
22200,248413
21734,248414
23632,248417
22423,248418
22999,248419
22919,248420
22921,248421
22732,248423
23206,248424
21708,248425
23765,248426
21787,248427
23013,248428
21670,248429
22199,248430
23666,248431
23357,248432
22192,248433
22886,248434
23208,248435
22424,248436
22741,248437
23459,248438
20883,248440
20748,248442
23113,248445
23019,248446
23359,248447
22051,248448
22682,248449
21910,248450
21668,248451
21095,248452
23423,248453
22792,248454
21952,248455
22750,248456
21653,248457
21847,248458
23011,248459
20764,248460
20765,248461
21896,248463
21651,248464
21652,248465
22193,248466
22194,248467
21955,248468
21654,248469
21655,248470
23062,248471
23000,248472
23012,248473
22334,248475
21791,248476
21956,248478
21687,248482
21688,248483
22053,248484
22704,248485
22736,248486
21669,248487
20811,248488
21869,248489
23452,248490
22417,248491
22703,248492
23269,248493
21954,248494
22737,248495
22128,248496
21949,248497
22433,248498
22439,248499
22781,248501
23023,248502
23024,248503
22827,248504
22356,248506
22564,248507
22577,248508
21950,248509
20545,248510
20547,248511
22048,248513
31363,248514
22591,248515
22592,248516
22599,248517
22639,248518
21341,248519
20855,248520
22722,248521
23446,248522
23448,248523
22355,248524
22311,248525
22693,248526
22694,248527
22593,248528
22665,248529
22619,248531
23704,248532
22709,248533
21337,248534
21338,248535
23449,248536
22782,248537
22641,248538
23054,248539
23453,248540
23454,248541
22877,248542
22596,248543
22717,248544
23420,248545
23706,248546
23600,248547
22567,248549
22418,248551
22422,248552
23411,248553
22644,248554
22677,248556
20927,248557
22789,248559
22790,248560
21729,248561
23004,248562
22840,248563
22119,248564
22120,248565
22924,248569
22068,248570
21860,248572
21367,248573
21368,248574
23333,248577
21541,248578
21542,248579
23687,248580
27897,248583
22710,248584
22719,248585
22720,248586
22721,248587
23335,248588
23380,248589
22678,248591
21735,248592
22972,248593
22426,248594
22429,248595
22436,248598
21161,248599
21834,248600
21849,248602
22996,248603
20909,248604
22274,248605
21858,248606
22994,248607
21391,248608
22997,248609
22744,248611
22745,248612
22640,248613
22729,248616
21892,248617
21923,248618
22746,248619
22711,248621
20901,248622
21790,248625
22091,248626
22092,248627
22336,248628
21868,248629
21920,248630
22113,248631
20903,248632
21667,248633
22425,248636
22743,248637
21957,248638
21175,248640
21162,248642
21098,248643
22749,248644
21945,248645
21962,248646
21951,248647
23014,248648
23016,248649
23017,248650
22438,248651
20876,248652
21188,248653
21189,248654
21987,248655
22766,248657
22985,248658
23018,248659
21931,248660
23451,248661
21857,248662
22168,248663
21866,248666
22090,248667
22739,248668
22742,248669
21794,248670
21807,248671
22351,248672
22802,248673
22645,248674
22646,248675
21343,248676
21089,248677
22650,248678
22651,248679
22393,248680
22995,248681
21953,248682
22570,248683
22638,248686
22687,248687
22688,248688
22982,248689
22983,248690
21793,248691
22813,248692
23186,248693
22825,248694
23139,248695
23150,248696
23152,248697
21832,248698
22420,248699
21991,248700
22691,248701
20873,248703
20874,248704
20875,248705
21960,248708
22718,248709
22689,248710
22690,248711
22273,248712
23136,248714
22783,248715
21913,248716
23310,248717
23315,248718
22828,248719
22664,248720
21992,248721
22206,248722
22784,248723
22479,248724
22594,248725
22692,248726
22412,248727
22414,248728
23426,248729
22926,248731
23862,248733
23267,248734
23396,248735
22275,248738
22642,248739
23512,248740
23735,248742
23569,248743
22914,248744
24133,248745
24134,248746
23238,248747
23299,248748
23457,248749
22885,248750
22911,248751
23676,248752
24178,248753
22916,248754
23738,248755
23223,248756
23059,248757
23060,248758
23061,248759
22829,248760
24179,248761
24180,248762
24043,248763
24361,248764
23015,248765
23628,248766
22979,248767
23244,248768
22989,248769
23799,248770
23800,248771
23552,248772
24165,248773
23966,248775
24135,248776
24136,248777
23338,248778
23340,248779
23381,248781
23140,248782
23202,248783
23989,248784
23699,248785
23276,248787
23314,248788
23488,248789
23489,248790
23142,248791
23652,248792
23708,248795
22968,248796
22969,248797
23444,248798
23991,248799
24311,248800
22098,248801
24721,248802
23865,248804
23866,248805
26103,248806
23079,248807
23709,248808
23696,248809
23103,248810
22099,248811
22649,248812
23034,248813
23720,248815
23801,248816
23394,248817
22936,248818
23466,248820
21331,248821
21332,248822
21392,248823
23382,248824
23703,248825
23143,248826
23145,248827
23146,248828
23228,248829
23168,248830
23645,248831
23035,248832
28673,248833
22991,248834
22992,248835
23331,248836
22088,248837
23447,248838
23589,248839
29998,248840
23040,248841
23041,248842
23726,248843
23590,248844
23620,248847
23141,248850
24239,248851
24240,248852
23441,248853
23442,248854
23160,248855
23161,248856
23725,248857
23698,248858
23486,248859
23769,248860
20882,248862
23144,248863
23700,248864
22901,248865
23169,248867
23636,248868
23637,248869
22902,248872
22906,248873
22681,248874
22643,248875
23240,248878
23248,248879
23450,248880
23455,248881
23456,248882
23170,248883
23492,248884
24109,248885
23179,248886
23055,248887
23058,248888
21546,248889
21369,248890
22990,248891
23308,248892
23309,248893
24005,248894
24006,248895
22865,248896
23736,248897
23737,248898
23107,248899
22823,248900
22272,248901
21370,248902
23149,248903
23257,248904
23702,248905
23490,248906
23804,248907
23042,248908
23811,248909
23171,248910
23174,248911
22980,248912
22967,248913
22971,248914
22093,248915
22094,248916
23105,248918
23919,248921
23131,248922
23132,248923
22419,248924
22883,248925
22869,248926
22560,248927
22928,248929
24132,248930
23667,248931
22820,248932
23097,248934
22725,248937
22727,248938
22539,248939
23432,248942
22909,248943
23214,248944
23104,248945
22899,248946
23108,248947
23355,248948
23356,248949
22850,248950
23413,248951
22558,248953
23215,248955
22103,248956
23364,248957
22427,248958
22519,248959
22917,248961
22660,248962
22662,248963
22663,248964
23028,248965
23803,248967
22842,248968
23205,248969
23071,248970
23072,248971
22884,248972
23507,248973
23707,248975
22568,248976
22312,248977
22579,248978
22580,248979
23193,248980
23069,248981
23070,248982
22700,248983
22715,248984
22666,248985
23415,248986
23416,248987
23187,248988
23189,248989
23190,248990
22817,248991
23710,248992
22876,248994
22335,248995
22559,248996
22699,248997
22714,248998
23419,248999
22357,249000
23080,249001
23081,249002
23082,249003
23219,249005
23227,249006
24233,249007
24306,249008
22935,249009
22857,249011
22858,249012
22878,249013
22581,249015
23243,249016
23256,249017
23192,249018
22313,249019
22756,249020
22757,249021
22392,249022
23428,249023
22863,249024
22818,249026
23077,249027
23592,249028
23638,249030
23639,249031
23038,249032
22371,249033
22373,249034
23429,249035
23430,249036
22888,249037
22981,249038
23151,249039
23224,249040
23341,249041
24724,249042
23154,249043
23005,249045
22812,249046
22814,249047
23068,249048
23225,249049
22910,249050
23226,249052
24309,249053
23342,249054
23268,249055
22734,249056
22561,249057
22574,249058
23662,249059
23663,249060
23664,249061
22860,249062
22795,249064
22864,249065
22920,249066
23734,249067
24254,249068
24238,249069
22684,249070
22685,249071
22686,249072
23106,249073
23030,249075
22923,249076
22856,249077
22785,249078
22797,249079
22816,249080
23153,249081
23661,249082
23039,249083
22908,249084
23505,249085
23096,249089
23204,249090
23135,249091
23231,249092
23275,249093
23262,249095
23260,249096
22761,249097
23665,249098
23194,249099
23354,249100
22940,249101
22975,249102
23312,249103
23313,249104
23881,249105
23493,249106
22815,249107
22822,249108
22331,249109
22724,249111
22977,249112
22984,249113
22735,249114
22759,249116
23155,249117
22893,249120
22905,249121
22576,249123
23008,249125
23970,249127
23971,249128
24631,249129
24632,249130
23861,249131
24871,249132
24827,249133
24332,249134
24628,249135
24912,249136
24288,249137
24258,249138
24584,249139
24375,249142
23974,249143
23947,249144
23478,249145
24331,249147
23948,249148
25378,249149
24450,249150
24516,249152
25991,249153
25300,249154
25302,249155
24302,249156
23960,249157
23949,249159
24379,249160
24818,249161
24011,249162
24399,249163
24438,249165
24052,249166
24017,249167
24420,249168
23931,249169
24826,249170
24333,249171
24828,249172
24838,249173
24453,249174
24088,249176
24354,249177
24355,249178
23864,249180
24312,249181
24210,249184
23978,249185
24137,249186
25195,249188
24901,249190
24454,249191
24161,249192
24213,249193
24847,249194
23780,249196
24671,249197
24682,249198
24685,249199
24313,249200
22582,249201
22915,249202
22372,249203
24499,249205
23950,249206
23249,249207
23965,249208
23577,249209
23964,249210
24141,249211
24194,249212
24898,249213
24455,249214
23304,249215
24858,249216
24422,249218
24195,249220
24289,249221
24290,249222
22927,249223
22713,249224
23650,249226
23598,249227
23601,249228
24423,249229
24048,249231
24049,249232
23802,249235
22922,249236
24189,249237
24190,249238
24255,249239
24257,249240
24212,249241
24173,249242
24854,249243
24314,249244
24315,249245
24316,249246
25679,249247
25681,249248
22661,249249
23895,249250
24874,249251
24458,249253
24324,249254
23128,249255
23129,249256
22946,249258
23733,249259
24138,249260
24323,249263
23514,249264
24325,249265
24198,249266
24199,249267
22947,249268
23063,249269
23066,249270
23067,249271
22731,249272
24139,249273
24140,249274
23603,249276
23474,249277
23476,249278
23477,249279
23220,249280
23541,249281
24244,249282
22948,249283
23431,249284
22751,249285
24573,249286
24910,249287
23893,249288
23894,249289
23680,249290
24865,249291
23682,249292
22859,249293
22937,249294
24003,249295
24184,249297
24185,249298
24322,249299
24390,249300
24391,249301
24393,249302
24394,249303
24388,249304
24421,249305
24004,249306
24058,249307
24869,249309
24412,249310
24413,249311
24245,249312
23642,249313
23678,249314
23679,249315
22976,249316
22978,249317
23694,249318
23567,249319
23462,249320
22938,249322
24610,249323
23722,249324
23468,249325
23470,249326
24365,249327
23979,249328
23316,249331
24360,249332
23544,249333
24382,249334
24415,249336
24417,249337
24686,249338
23531,249343
24339,249344
24340,249345
24466,249346
23580,249347
24356,249348
24112,249349
24242,249352
23475,249353
24162,249354
24163,249355
23472,249356
23473,249357
24884,249358
24885,249359
23232,249360
23233,249361
24229,249362
24231,249363
24337,249364
23246,249365
22950,249366
23677,249367
24363,249370
24364,249371
23892,249372
24164,249373
24435,249375
31315,249376
24328,249377
24334,249378
24335,249379
24336,249380
23392,249381
23930,249382
23399,249383
23417,249384
23422,249385
24222,249386
24221,249387
24223,249388
23242,249389
23675,249390
23391,249391
23252,249392
24902,249393
24903,249394
24207,249395
24612,249396
24121,249397
24122,249398
24125,249399
23458,249400
22866,249401
24236,249402
24887,249405
24883,249406
24208,249407
24209,249408
24217,249409
24904,249410
22867,249411
22870,249412
24131,249414
23461,249415
24614,249416
24615,249417
24616,249418
23530,249419
23250,249420
23251,249421
24414,249422
24389,249423
23860,249424
24377,249425
23723,249427
23724,249428
23235,249429
23537,249430
23772,249431
24378,249432
23719,249433
23239,249434
23241,249435
23538,249436
23539,249437
23469,249438
23471,249439
23485,249440
23692,249441
24424,249442
23540,249443
24062,249444
24063,249445
24819,249446
24857,249448
24383,249449
24347,249450
24192,249451
24193,249452
24326,249453
24327,249454
24226,249455
24463,249456
24201,249457
24160,249458
23247,249459
24418,249460
24268,249462
23859,249463
24053,249464
24405,249465
24406,249466
25682,249467
23721,249468
24459,249469
23221,249470
23222,249471
24252,249475
24042,249476
24617,249477
24618,249478
23967,249479
24674,249480
24110,249481
24002,249482
23254,249483
24408,249484
24409,249485
24410,249486
23848,249487
23849,249488
23850,249489
24187,249490
23789,249492
23693,249496
24407,249497
23053,249498
25683,249499
22949,249503
24800,249505
25148,249506
25149,249507
25150,249509
25425,249510
24680,249511
23952,249512
27722,249513
24099,249514
25139,249518
25145,249519
24712,249520
24713,249521
24714,249522
24669,249526
25345,249527
25424,249531
25123,249532
25198,249536
25288,249537
25462,249538
25465,249539
24723,249540
24725,249541
24940,249542
24942,249544
24811,249545
24668,249546
25349,249547
27723,249548
24681,249549
24683,249550
24973,249551
24778,249552
25174,249553
25176,249554
25471,249555
24661,249556
24654,249557
24658,249558
24891,249561
25162,249562
27659,249563
24974,249564
24726,249565
24728,249566
25306,249568
25307,249569
25309,249570
25314,249571
25357,249572
25361,249573
25495,249574
23858,249575
24357,249576
24531,249579
24561,249581
24676,249582
26108,249583
25297,249586
24993,249587
23773,249590
23774,249591
23274,249592
24964,249593
25127,249594
25128,249595
24791,249596
24085,249597
23277,249599
23278,249600
23922,249601
24784,249603
24785,249604
24786,249605
24787,249606
24675,249607
27620,249608
27632,249609
25373,249610
27676,249611
23924,249613
23925,249614
24611,249615
24729,249618
25155,249619
25158,249620
25169,249621
24820,249623
24821,249624
24822,249625
24966,249626
25497,249627
23954,249628
24672,249629
24673,249630
23542,249631
23786,249632
23787,249633
24571,249634
25515,249635
25516,249636
23953,249637
24267,249638
24203,249639
24792,249640
24705,249641
24706,249642
27681,249643
27695,249644
23775,249645
23513,249646
24111,249648
25021,249649
24989,249650
24990,249651
24793,249652
24795,249653
24498,249654
24619,249655
24715,249656
26125,249657
25034,249658
25029,249659
23510,249660
23511,249661
25362,249663
25371,249664
24427,249665
25514,249666
24717,249667
25033,249668
24823,249669
24546,249670
24547,249671
24097,249672
27696,249674
27698,249675
27746,249676
24698,249677
24425,249678
24718,249680
24719,249681
24720,249682
24544,249684
24708,249686
24709,249687
24711,249688
24262,249689
24261,249690
24204,249692
24670,249693
24707,249697
24803,249698
24804,249699
24263,249700
24265,249701
24266,249702
24688,249703
24690,249704
27988,249705
27989,249706
26019,249707
26036,249708
26034,249709
26038,249710
24802,249711
24559,249712
24021,249713
24018,249714
24065,249715
24169,249716
24892,249717
24699,249721
24897,249722
24451,249723
24167,249724
24168,249725
24241,249726
24888,249727
24558,249728
24842,249730
24275,249731
24627,249733
24843,249734
24587,249735
24050,249737
25177,249738
24809,249739
25315,249740
25995,249741
24124,249742
24574,249743
24576,249744
25178,249745
25181,249746
24352,249747
24318,249748
24319,249749
24020,249750
24742,249752
24833,249753
24367,249754
24171,249755
25595,249757
24475,249758
24476,249759
24641,249760
24477,249761
24478,249762
24586,249763
24598,249764
24839,249765
24577,249766
24687,249767
24281,249768
24735,249769
24736,249770
24494,249771
24016,249772
24183,249773
24840,249774
24600,249776
24896,249777
25187,249778
25188,249779
24689,249780
24640,249781
24841,249782
25316,249783
25322,249784
24844,249785
24123,249786
24588,249788
24589,249789
24593,249790
24732,249791
25189,249792
25190,249793
24845,249794
24850,249795
24696,249796
24740,249797
24655,249798
23951,249799
26126,249800
24353,249801
24893,249802
25640,249803
25989,249804
24853,249805
24320,249806
24321,249807
24594,249808
24366,249810
24228,249811
24578,249812
24579,249813
25351,249814
24703,249818
24737,249819
24741,249821
24509,249822
24621,249823
24622,249824
24374,249826
24835,249827
24836,249828
24284,249830
24583,249831
24530,249832
24532,249833
24022,249834
24023,249835
24837,249836
25117,249837
25118,249838
25119,249839
27720,249840
27721,249841
24024,249847
24596,249848
25120,249850
25032,249851
24230,249852
24232,249853
24280,249854
24747,249855
